548;533;"	        DrawBitmap(color_name[sgn(p.board[l][c])]+piece_name[p.pieces[p.board[l][c]].figtype],c*40-34,l*40-35);"
549;0;"	        {DrawText(IntToStr(p.pieces[p.board[l][c]].attacked_cells),c*40-34,l*40-8);}"
550;0;"	      end;"
551;0;"	"
552;0;"	      {"
553;0;"	      s:="""";"
554;0;"	        for f:=1 to 16 do"
555;0;"	        if 0<>(p.attacked[l][c] and fig2bit[f]) then s:=s+piece_name[p.pieces[f].figtype];"
556;0;"	      end for;"
557;0;"	      DrawText(s,c*40-32,l*40-20);"
558;0;"	      s:="""";"
559;0;"	      for f:=1 to 16 do"
560;0;"	        if 0<>(p.attacked[l][c] and fig2bit[-f]) then s:=s+piece_name[p.pieces[-f].figtype];"
561;0;"	      end for;"
562;0;"	      DrawText(s,c*40-32,l*40-34);"
563;0;"	"
564;0;"	      if p.attacked[l][c] and color2bit[0-sgn(p.board[l][c])]<>0 then do"
565;0;"	        {zistim ktorou je napadana}"
566;0;"	        f:=Napadana(c,l,0-sgn(p.board[l][c]));"
567;0;"	        DrawText(piece_name[p.pieces[f].figtype],c*40-14,l*40-20);"
568;0;"	      end;"
569;0;"	      }"
570;0;"	"
571;0;"	    end for;"
572;0;"	  end for;"
573;17;"	end proc;"
574;0;"	"
575;0;"	def func GetPositionByMouse(p as Position;x as integer;y as integer) as string;"
576;0;"	  def h as integer;"
577;0;"	  def v as integer;"
578;0;"	  h:=round((x-6)/40)+1;"
579;0;"	  v:=round((y-6)/40)+1;"
580;0;"	  if (Part<>2) then do"
581;0;"	    if (sgn(p.board[v][h])=p.onmove) then do"
582;0;"	      Part:=2;"
583;0;"	      FirstPart:=piece_name[p.pieces[p.board[v][h]].figtype]+"" ""+SubStr(""ABCDEFGH"",h,1)+IntToStr(9-v);"
584;0;"	      DrawBitmap(""frame"",h*40-34,v*40-35);"
585;0;"	              drawMoves:=true;"
586;0;"	      TahFigurkou(p,p.board[v][h]);"
587;0;"	              drawMoves:=false;"
588;0;"	    end;"
589;0;"	  end else do"
590;0;"	    Part:=1;"
591;0;"	    Result:=FirstPart+"":""+SubStr(""ABCDEFGH"",h,1)+IntToStr(9-v);"
592;0;"	    DisplayPosition(p);"
593;0;"	  end;"
594;0;"	end func;"
595;0;"	"
596;0;"	def func Test(i as integer) as integer;"
597;0;"	  Result:=Abs(i*(-i));"
598;0;"	end func;"
599;0;"	"
